iter	Ke_x(1)	Emax_lxr_x(1)	EC50_lxr_x(1)	Ka_fas(1)	Ka_fas_lxr(1)	Ki_fas(1)	Ka_cd36(1)	Ka_cd36_lxr(1)	Ki_cd36(1)	Kf_tga(1)	Ka_tga_fas(1)	Ka_tga_cd36(1)	Ke_tga(1)	LnPrior	LnData	LnPosterior
12060	2.96041	1.01381	0.0112701	1.06461	2.75344	1.3728	0.295253	0.189311	0.631227	0.352831	1.23923	5.00934	1.67866	-1.598744e+01	8.580185e+01	6.981441e+01
12150	2.96079	1.05293	0.0121184	0.654104	3.27063	1.23012	0.251678	0.358145	0.67103	0.534362	0.417758	5.32546	1.31121	-1.598744e+01	8.740092e+01	7.141347e+01
12240	2.9178	0.991793	0.0108523	0.626168	3.15944	1.10927	0.36456	0.107812	0.645117	0.40888	0.303801	5.04326	1.27314	-1.598744e+01	9.071016e+01	7.472272e+01
12330	3.00841	1.05582	0.0113443	0.704338	2.87972	1.17609	0.456383	0.219283	0.885223	0.430474	1.11761	4.15289	1.61133	-1.598744e+01	9.079387e+01	7.480643e+01
12420	3.00167	0.996685	0.00908665	0.759394	2.43089	1.04348	0.521841	0.0903249	0.905922	0.37263	0.813431	3.40864	1.15181	-1.598744e+01	9.134517e+01	7.535773e+01
12510	2.9581	1.01843	0.0122079	0.645734	2.38214	0.940055	0.55725	0.01746	0.868253	0.306097	0.668741	3.70812	1.14614	-1.598744e+01	9.078457e+01	7.479713e+01
12600	2.92759	1.00801	0.0110825	0.652487	1.8011	0.769216	0.369323	0.38018	0.934172	0.704792	0.704142	4.17747	1.35784	-1.598744e+01	8.938607e+01	7.339862e+01
12690	2.87552	1.12981	0.0156898	0.821179	2.69797	1.14264	0.493502	0.139229	0.914059	0.24893	0.411884	4.31643	0.985204	-1.598744e+01	8.966649e+01	7.367905e+01
12780	2.89111	1.041	0.0134395	0.695617	2.49793	0.965408	0.554605	0.1342	0.969426	0.193472	0.42495	5.73119	1.42175	-1.598744e+01	9.138668e+01	7.539924e+01
12870	2.9132	1.02495	0.0134207	0.766734	2.80295	1.12782	0.40951	0.299714	0.908052	0.469435	0.190572	6.59779	1.44813	-1.598744e+01	9.015324e+01	7.416580e+01
12960	2.9043	1.02382	0.0118846	0.873906	2.84859	1.18809	0.406215	0.286139	0.889914	0.371702	0.532595	5.99101	1.46523	-1.598744e+01	9.074058e+01	7.475314e+01
13050	2.99857	0.909554	0.00834821	0.921013	3.03116	1.2892	0.373829	0.460436	0.984221	0.241287	0.880339	7.71166	2.13201	-1.598744e+01	8.438920e+01	6.840176e+01
13140	2.9738	1.03516	0.0111653	1.0134	3.08408	1.36342	0.351471	0.277271	0.780997	0.372403	0.873265	7.21854	2.12218	-1.598744e+01	8.749236e+01	7.150491e+01
13230	2.97321	1.04471	0.0112	0.80908	2.63843	1.11217	0.342697	0.52572	0.990953	0.365837	0.755441	6.73507	2.05069	-1.598744e+01	8.603707e+01	7.004963e+01
13320	3.01683	0.98762	0.00930937	0.704014	2.37648	0.936187	0.370381	0.211722	0.791332	0.696258	0.628187	4.80374	1.37895	-1.598744e+01	8.766992e+01	7.168248e+01
13410	2.83418	1.03294	0.013344	0.983745	2.06088	0.997473	0.328511	0.275347	0.753295	0.364546	0.225895	7.70622	1.66819	-1.598744e+01	8.862665e+01	7.263921e+01
13500	3.04739	0.999646	0.0102082	0.807768	3.54459	1.31888	0.391085	0.175172	0.766665	0.239812	0.351137	6.02538	1.33907	-1.598744e+01	8.868869e+01	7.270125e+01
13590	2.88998	1.0435	0.0131315	1.40254	2.85018	1.3592	0.39443	0.13741	0.71343	0.0609414	0.323351	6.59058	1.44674	-1.598744e+01	8.397201e+01	6.798457e+01
13680	2.90279	1.00982	0.0119584	0.939965	2.72166	1.21195	0.392361	0.0391258	0.690675	0.247477	0.259786	5.88462	1.17955	-1.598744e+01	9.016380e+01	7.417636e+01
13770	3.0346	0.932553	0.00892034	1.27152	1.99757	1.14452	0.357866	0.249541	0.766792	0.293576	0.337977	5.41474	1.22921	-1.598744e+01	8.651220e+01	7.052476e+01
13860	2.88619	1.00417	0.0120001	0.808914	1.9669	0.87446	0.377281	0.334024	0.856863	0.527831	0.481383	4.33575	1.27402	-1.598744e+01	9.006105e+01	7.407361e+01
13950	2.8838	0.985383	0.0111125	0.506133	1.92443	0.662277	0.536604	0.0634132	0.874667	0.336586	0.26342	4.57501	1.05418	-1.598744e+01	8.910159e+01	7.311415e+01
14040	3.01756	0.992446	0.00971028	0.548891	1.26506	0.492273	0.464718	0.0700048	0.814704	0.139609	0.244355	5.82279	1.11043	-1.598744e+01	8.798243e+01	7.199498e+01
14130	2.99801	1.01507	0.0102982	0.43015	1.31535	0.418197	0.415685	0.153942	0.736891	0.365439	0.634312	5.42122	1.54067	-1.598744e+01	8.536101e+01	6.937357e+01
14220	2.92551	1.03732	0.0117047	0.60803	1.74723	0.714597	0.498665	0.213555	0.990587	0.300894	0.876902	5.37402	1.68671	-1.598744e+01	9.044871e+01	7.446126e+01
14310	2.95774	1.03141	0.0117023	0.724356	1.47617	0.703819	0.526146	0.156057	0.989158	0.330422	0.903339	3.8618	1.25716	-1.598744e+01	9.168620e+01	7.569876e+01
14400	2.92596	0.978902	0.0123024	0.628306	1.75583	0.690506	0.446734	0.0782652	0.78082	0.587937	1.25832	2.19587	1.33913	-1.598744e+01	8.845169e+01	7.246425e+01
14490	2.84014	1.06446	0.014137	0.658708	1.66046	0.699633	0.59097	0.117007	0.97171	0.345703	0.603594	3.67294	1.18258	-1.598744e+01	8.800638e+01	7.201894e+01
14580	2.96886	1.00913	0.0111927	0.744975	2.37494	0.936481	0.494573	0.0801687	0.835832	0.208283	0.498111	5.60327	1.38468	-1.598744e+01	9.201227e+01	7.602483e+01
14670	2.96404	0.920068	0.00935015	0.584723	2.11906	0.728891	0.543353	0.134293	0.934538	0.703552	0.992391	4.75551	1.88268	-1.598744e+01	8.321293e+01	6.722549e+01
14760	2.85714	1.02291	0.0117723	0.705129	2.13777	0.886582	0.462499	0.21025	0.92141	0.590278	0.760616	4.07737	1.47436	-1.598744e+01	8.871593e+01	7.272849e+01
14850	3.10282	1.00416	0.00878138	0.917171	2.22684	1.12463	0.410268	0.209381	0.769436	0.586609	1.17613	1.41239	1.07677	-1.598744e+01	8.485735e+01	6.886990e+01
14940	2.93832	1.01965	0.0122841	0.920809	1.70856	0.827495	0.507652	0.0889316	0.868596	0.472673	1.61987	1.63498	1.54003	-1.598744e+01	9.038996e+01	7.440251e+01
15030	2.93507	1.03795	0.0112258	1.10668	2.53329	1.24046	0.476879	0.226134	0.924122	0.458771	1.59207	2.30269	1.51309	-1.598744e+01	9.014040e+01	7.415296e+01
15120	2.87842	1.03792	0.0139249	0.646504	3.16308	1.13333	0.427287	0.23538	0.877263	0.806563	1.51894	2.86695	1.95411	-1.598744e+01	8.806204e+01	7.207460e+01
15210	2.92013	0.954842	0.011411	0.878126	2.39025	0.995658	0.349231	0.261716	0.796658	0.514725	2.49717	3.01984	2.47421	-1.598744e+01	8.627728e+01	7.028984e+01
15300	2.96734	1.00519	0.0108728	0.782716	1.77159	0.774198	0.524454	0.0626033	0.888987	0.644722	2.33721	0.177134	1.7544	-1.598744e+01	9.264575e+01	7.665830e+01
15390	2.96201	1.0286	0.0115959	0.965186	2.54104	1.0909	0.611071	0.0200446	0.997482	0.730644	2.105	1.27691	1.83095	-1.598744e+01	8.954706e+01	7.355962e+01
15480	2.93053	1.08472	0.0145356	0.917221	2.96002	1.29984	0.477315	0.0813684	0.837473	0.807026	2.41732	0.713153	1.93409	-1.598744e+01	8.848019e+01	7.249275e+01
15570	2.90336	1.09371	0.0136946	0.566311	3.37036	1.16997	0.557386	0.0539612	0.9649	0.948154	2.53811	1.23343	2.48558	-1.598744e+01	8.654531e+01	7.055787e+01
15660	2.90462	1.00249	0.011699	0.572259	2.94848	1.00201	0.395935	0.342413	0.933859	0.179315	3.15024	4.1057	2.98516	-1.598744e+01	8.544085e+01	6.945341e+01
15750	2.93909	0.968155	0.0105945	0.632504	2.15441	0.79561	0.459549	0.126664	0.857007	0.41994	2.92775	3.31518	2.86675	-1.598744e+01	8.927502e+01	7.328758e+01
15840	3.00896	0.965596	0.010345	0.639207	1.97962	0.751181	0.507608	0.215777	0.939214	0.286438	3.41912	1.82589	2.73871	-1.598744e+01	8.826104e+01	7.227360e+01
15930	2.96635	1.05998	0.0121352	0.877796	1.86816	0.910177	0.549059	0.126065	0.972158	0.33042	2.59993	1.15855	2.17832	-1.598744e+01	8.759282e+01	7.160538e+01
16020	3.05303	1.03192	0.0118663	0.651569	2.26298	0.844493	0.423013	0.372565	0.94455	0.465397	1.62892	3.92095	1.95935	-1.598744e+01	8.498429e+01	6.899685e+01
16110	2.93384	0.98378	0.0114436	0.648613	2.38332	0.93682	0.282708	0.458556	0.829573	0.523298	0.781262	7.45735	2.14986	-1.598744e+01	8.599125e+01	7.000381e+01
16200	2.8908	1.01611	0.0124948	0.580338	2.43571	0.839411	0.442848	0.328553	0.965919	0.297687	1.1146	6.08924	2.05158	-1.598744e+01	8.991084e+01	7.392340e+01
16290	2.95012	1.00538	0.0101858	0.587799	2.14536	0.748036	0.421435	0.264899	0.876163	0.135223	1.22806	5.98303	2.12169	-1.598744e+01	8.745323e+01	7.146579e+01
16380	2.83155	1.05953	0.0138046	0.727515	2.29543	0.963453	0.408246	0.361777	0.967897	0.678711	1.30189	6.42551	2.34218	-1.598744e+01	8.646955e+01	7.048211e+01
16470	3.0901	1.03668	0.00948161	0.698399	2.30456	0.907826	0.411543	0.233418	0.828755	0.900579	2.21309	2.30189	2.35553	-1.598744e+01	8.678367e+01	7.079623e+01
16560	2.92851	1.09173	0.0140299	0.613118	2.37246	0.909059	0.48351	0.175425	0.918169	0.227711	2.70337	2.69764	2.44201	-1.598744e+01	8.832637e+01	7.233892e+01
16650	2.94912	1.07517	0.0116024	0.863797	2.17746	1.03088	0.427612	0.364279	0.961344	0.489925	2.49737	2.67977	2.49728	-1.598744e+01	8.653573e+01	7.054829e+01
16740	2.94248	1.03745	0.0123466	0.677387	2.35437	0.899572	0.442242	0.137422	0.810451	0.647732	1.96653	3.0863	2.00614	-1.598744e+01	8.968195e+01	7.369451e+01
16830	2.90223	0.997273	0.0111849	0.65129	2.72351	1.01362	0.536002	0.186159	0.995035	0.835213	2.27058	0.700364	1.97876	-1.598744e+01	9.113223e+01	7.514479e+01
16920	3.00908	1.01702	0.0101787	1.09161	2.2649	1.16583	0.330593	0.321332	0.760294	0.588565	2.37597	0.877376	1.77571	-1.598744e+01	8.738976e+01	7.140232e+01
17010	2.90315	0.98548	0.0108712	0.639577	3.04919	1.12073	0.516621	0.258778	0.947957	0.920143	1.71232	2.15345	1.90392	-1.598744e+01	8.847923e+01	7.249179e+01
17100	2.96491	1.08324	0.0126846	0.44211	4.22958	1.45489	0.498011	0.161875	0.91377	0.778352	0.934083	3.76011	1.56382	-1.598744e+01	8.645167e+01	7.046423e+01
17190	2.90988	1.00938	0.0119407	0.541805	3.35435	1.19221	0.525102	0.215854	0.996249	0.362447	1.31745	3.52025	1.62327	-1.598744e+01	8.914477e+01	7.315733e+01
17280	2.94561	1.12161	0.0131761	0.632203	2.61282	1.06423	0.49099	0.165435	0.945952	0.195015	1.25342	5.47249	1.88312	-1.598744e+01	8.850076e+01	7.251332e+01
17370	2.99423	1.02883	0.0119822	0.930373	3.33683	1.32835	0.506113	0.2222	0.915349	0.173632	1.79737	5.31678	2.6101	-1.598744e+01	8.105949e+01	6.507205e+01
17460	2.81828	1.04372	0.0135719	0.487395	2.96247	1.02938	0.438404	0.156225	0.815378	0.261609	1.87304	5.07576	2.42601	-1.598744e+01	8.691307e+01	7.092563e+01
17550	2.93234	1.0256	0.0117144	0.72058	2.98912	1.18339	0.46725	0.112438	0.827183	0.139879	1.33922	5.23673	1.99757	-1.598744e+01	9.004086e+01	7.405341e+01
17640	2.9793	1.02832	0.0122334	0.654116	3.02845	1.11852	0.453829	0.22196	0.934429	0.5873	0.753092	4.43194	1.53126	-1.598744e+01	8.986335e+01	7.387591e+01
17730	2.91873	1.04149	0.011888	0.57047	3.32606	1.29107	0.464355	0.284686	0.973097	0.512501	0.288795	4.35661	1.05322	-1.598744e+01	9.031940e+01	7.433196e+01
17820	2.92851	1.04023	0.0114022	0.526246	3.09998	1.19786	0.448439	0.102346	0.834813	0.352491	0.475553	4.74195	1.13089	-1.598744e+01	8.919573e+01	7.320829e+01
17910	2.82128	1.10399	0.014925	0.643364	2.99223	1.18363	0.543874	0.0883734	0.958986	0.432116	0.839167	3.56012	1.27752	-1.598744e+01	8.963394e+01	7.364649e+01
18000	3.03285	1.04291	0.0110092	0.777413	1.62262	0.835015	0.595448	0.0883112	0.977211	0.403978	1.26131	2.93316	1.36119	-1.598744e+01	8.784074e+01	7.185330e+01
18090	2.99969	0.987832	0.010472	0.677318	2.08858	0.797711	0.496291	0.127119	0.931465	0.605755	0.517497	3.95777	1.14683	-1.598744e+01	8.984961e+01	7.386217e+01
18180	2.97355	1.01734	0.0103526	0.722961	1.65545	0.796224	0.47097	0.0648271	0.755866	0.204075	0.473911	4.77656	1.20369	-1.598744e+01	8.854815e+01	7.256071e+01
18270	2.9124	1.04243	0.0113742	0.948394	2.48007	1.08092	0.524263	0.0324745	0.884347	0.502448	0.505602	3.04114	0.871404	-1.598744e+01	8.884874e+01	7.286130e+01
18360	2.9245	1.09118	0.0130763	0.332425	3.38321	1.09769	0.507004	0.231344	0.991987	0.953218	0.682647	2.80929	1.28129	-1.598744e+01	8.508895e+01	6.910150e+01
18450	2.95163	1.03866	0.0117487	0.784557	2.85241	1.04995	0.570454	0.122254	0.965616	0.449228	0.646776	3.56148	1.27071	-1.598744e+01	8.837953e+01	7.239208e+01
18540	2.97039	1.03625	0.0109183	0.749833	3.23925	1.22383	0.554242	0.0332923	0.802293	0.471883	0.718038	2.84296	1.17349	-1.598744e+01	8.612836e+01	7.014092e+01
18630	2.96488	1.03424	0.0117022	0.783624	3.4108	1.30964	0.460616	0.0657762	0.787628	0.347729	0.378487	4.1875	1.00814	-1.598744e+01	9.252665e+01	7.653921e+01
18720	2.94273	1.0438	0.0114956	0.982528	3.08819	1.31362	0.418811	0.03399	0.714299	0.542968	0.860645	2.78017	1.15161	-1.598744e+01	9.123647e+01	7.524903e+01
18810	2.89976	1.03662	0.0130457	0.836679	2.52706	1.15905	0.457911	0.0798833	0.77044	0.463454	0.699524	2.01691	0.717589	-1.598744e+01	8.800512e+01	7.201768e+01
18900	3.02375	0.976698	0.00849119	0.728811	3.08696	1.24536	0.500583	0.206839	0.901804	0.575077	0.871306	1.72369	0.966603	-1.598744e+01	8.692920e+01	7.094175e+01
18990	2.94053	1.06984	0.0131354	1.14706	3.33181	1.50349	0.523779	0.159148	0.912362	0.511154	0.671634	2.11648	0.896071	-1.598744e+01	8.824929e+01	7.226185e+01
19080	2.78806	1.10928	0.0159392	1.253	2.07029	1.18143	0.464797	0.111273	0.815661	0.314961	1.02096	2.09911	0.972523	-1.598744e+01	8.627922e+01	7.029177e+01
19170	2.94756	1.04228	0.0130064	0.834452	1.9994	0.932883	0.567334	0.0591398	0.969328	0.548256	1.09307	2.73496	1.28251	-1.598744e+01	9.158209e+01	7.559465e+01
19260	2.97723	1.05071	0.0121795	1.03519	2.19536	1.11162	0.348881	0.228606	0.725825	0.548015	1.37666	2.84183	1.5868	-1.598744e+01	9.087254e+01	7.488510e+01
19350	2.83756	1.03389	0.0140002	0.960374	2.36683	1.13445	0.387532	0.0908465	0.653104	0.589984	1.119	1.89987	1.21745	-1.598744e+01	8.873082e+01	7.274338e+01
19440	2.91532	1.04677	0.0118199	0.599594	3.30745	1.16339	0.352616	0.141512	0.679319	0.701362	0.749075	2.75303	1.12357	-1.598744e+01	9.064680e+01	7.465936e+01
19530	2.95722	1.03785	0.010962	0.643397	3.69027	1.32361	0.371477	0.149351	0.6623	0.547624	0.599982	3.23256	1.12425	-1.598744e+01	8.969768e+01	7.371024e+01
19620	3.03869	0.923638	0.00951977	0.711323	3.97647	1.41738	0.474318	0.124099	0.850308	0.445207	0.574787	3.62504	1.01169	-1.598744e+01	8.615364e+01	7.016620e+01
19710	2.9326	1.01279	0.0125326	0.629499	2.57504	0.952557	0.441889	0.193596	0.811336	0.514724	0.714657	3.44697	1.29512	-1.598744e+01	8.914450e+01	7.315706e+01
19800	2.97988	1.04411	0.0118847	1.01381	2.44886	1.1679	0.421301	0.0154291	0.631407	0.356659	0.432823	4.13572	1.12661	-1.598744e+01	8.974301e+01	7.375556e+01
19890	2.93869	0.984132	0.0108817	1.05003	2.56913	1.19307	0.376461	0.137308	0.719344	0.523707	0.679689	3.22457	1.05941	-1.598744e+01	9.208987e+01	7.610243e+01
19980	2.84114	1.00258	0.0111166	0.91589	2.15705	1.03363	0.45664	0.0623699	0.771954	0.601499	0.966592	2.26843	1.11153	-1.598744e+01	8.874241e+01	7.275497e+01
20070	2.81537	1.05967	0.0161155	0.961766	1.4576	0.792053	0.458299	0.201731	0.911992	0.336365	1.1685	2.54816	1.18452	-1.598744e+01	8.650591e+01	7.051847e+01
20160	3.00297	1.00587	0.0107719	0.756242	2.50705	0.970575	0.515594	0.117331	0.912935	0.615863	0.823111	2.50747	1.12872	-1.598744e+01	9.226704e+01	7.627960e+01
20250	2.95941	1.00268	0.0103416	0.743747	2.89789	1.12476	0.485893	0.198776	0.951318	0.559808	0.83613	3.06994	1.11193	-1.598744e+01	9.162460e+01	7.563716e+01
20340	2.96742	0.979475	0.0110348	0.624599	2.13361	0.823933	0.398677	0.24271	0.844806	0.75302	1.65318	2.4057	1.7086	-1.598744e+01	9.084160e+01	7.485416e+01
20430	2.9494	1.09297	0.0141236	0.58773	2.80496	0.981615	0.326523	0.192245	0.728723	0.877641	1.78299	1.56957	1.72964	-1.598744e+01	8.675359e+01	7.076615e+01
20520	2.99397	0.986356	0.00963256	0.881777	2.39298	1.06858	0.39227	0.151063	0.774372	0.80274	2.03641	0.11818	1.55751	-1.598744e+01	9.193049e+01	7.594305e+01
20610	2.84201	0.978563	0.0112627	1.36754	1.86468	1.12334	0.34724	0.270159	0.697795	0.432936	1.4326	2.34239	1.49036	-1.598744e+01	8.368892e+01	6.770148e+01
20700	2.9916	0.978815	0.0107615	0.855484	2.58245	1.12904	0.443121	0.103042	0.778273	0.616496	1.06557	2.98433	1.33938	-1.598744e+01	9.092541e+01	7.493797e+01
20790	2.88441	1.01243	0.0121819	0.683925	2.90728	1.08243	0.411218	0.12917	0.743179	0.470213	0.780165	2.98534	1.09107	-1.598744e+01	9.298585e+01	7.699841e+01
20880	2.85336	1.08088	0.0149216	0.621674	2.3942	0.910603	0.389063	0.0993925	0.660766	0.426845	0.680478	3.57011	1.12997	-1.598744e+01	9.113914e+01	7.515170e+01
20970	2.9091	1.03926	0.0131206	1.11113	2.58114	1.21372	0.43618	0.0571888	0.701093	0.290088	0.554935	3.00867	0.85125	-1.598744e+01	9.019133e+01	7.420389e+01
21060	2.91738	0.971322	0.0107297	0.699426	2.13831	0.834482	0.439811	0.163959	0.819064	0.613365	0.896599	2.13733	0.988546	-1.598744e+01	9.023395e+01	7.424650e+01
21150	2.95776	0.97906	0.0101136	0.626864	2.66146	0.96036	0.538859	0.0932879	0.910723	0.588795	0.819186	1.57241	0.914343	-1.598744e+01	8.964410e+01	7.365666e+01
21240	2.90163	1.01049	0.0128497	1.02849	1.97488	0.937562	0.575993	0.0487649	0.977907	0.499337	1.10064	1.58338	1.10978	-1.598744e+01	8.879059e+01	7.280315e+01
21330	3.03164	1.00456	0.00996154	0.831843	1.82635	0.852664	0.35742	0.257665	0.812998	0.569992	1.86478	1.45434	1.59384	-1.598744e+01	9.037166e+01	7.438422e+01
21420	2.93269	1.07206	0.0128754	0.826553	1.96691	0.990866	0.396078	0.105308	0.717032	0.597845	1.4578	4.38233	1.76838	-1.598744e+01	8.201208e+01	6.602464e+01
21510	2.98302	1.05864	0.0121141	1.2921	2.44343	1.26041	0.361886	0.202781	0.742064	0.473919	0.797123	4.13614	1.28692	-1.598744e+01	8.608381e+01	7.009637e+01
21600	2.95727	1.02276	0.0124575	0.846883	2.55413	1.08895	0.364636	0.151976	0.681583	0.412797	0.621512	4.04874	1.27158	-1.598744e+01	9.078281e+01	7.479537e+01
21690	3.01081	1.0077	0.0101912	1.00671	2.74462	1.17109	0.419415	0.0508728	0.703265	0.427271	0.94434	3.30647	1.40057	-1.598744e+01	8.958289e+01	7.359545e+01
21780	2.95171	1.0651	0.0134244	0.78968	2.08643	0.961513	0.439708	0.124434	0.812553	0.385915	0.705867	2.65365	0.846885	-1.598744e+01	8.998233e+01	7.399489e+01
21870	3.06675	0.999306	0.00973342	0.954714	2.72043	1.25094	0.508828	0.0930079	0.903308	0.387205	0.775431	2.9396	1.14193	-1.598744e+01	8.404680e+01	6.805936e+01
21960	2.92706	0.991098	0.0111394	0.857671	2.38051	1.0351	0.524532	0.17948	0.959757	0.64077	1.1167	3.23471	1.52824	-1.598744e+01	9.241900e+01	7.643156e+01
22050	2.8867	1.00474	0.0117568	0.774643	2.74409	1.12306	0.411335	0.0793627	0.704285	0.812095	1.33958	1.9159	1.43021	-1.598744e+01	9.219718e+01	7.620973e+01
22140	2.98611	1.11243	0.0121766	0.699386	1.89592	0.853901	0.358305	0.107709	0.644238	0.582192	1.22559	2.51618	1.36696	-1.598744e+01	9.002201e+01	7.403457e+01
22230	2.85136	1.04499	0.0137409	0.850313	2.28571	1.05766	0.41343	0.0433691	0.670515	0.59664	1.59296	2.14018	1.60402	-1.598744e+01	9.050889e+01	7.452145e+01
22320	2.98475	1.07298	0.012069	0.748371	2.74301	1.15305	0.385327	0.0417517	0.62375	0.473024	1.96126	2.21542	1.7791	-1.598744e+01	9.036829e+01	7.438084e+01
22410	2.94318	1.04117	0.0117738	0.588798	3.46624	1.32885	0.325202	0.0831802	0.527941	0.593133	1.53003	1.51049	1.35179	-1.598744e+01	8.776186e+01	7.177442e+01
22500	2.93403	1.08547	0.0133855	0.615083	2.72732	1.03397	0.280655	0.246532	0.619007	0.565349	2.08753	1.95363	1.93436	-1.598744e+01	8.771012e+01	7.172268e+01
22590	2.94675	0.990356	0.00943694	0.939625	2.66986	1.25369	0.227077	0.146217	0.452664	0.550663	2.38673	0.588881	1.785	-1.598744e+01	8.654369e+01	7.055625e+01
22680	2.85843	1.04689	0.0126406	1.35553	3.09425	1.58019	0.255594	0.119639	0.473298	0.731251	2.21669	0.633327	1.85952	-1.598744e+01	8.563715e+01	6.964970e+01
22770	2.97704	1.10228	0.012205	0.940434	3.09501	1.3909	0.276621	0.0337301	0.485659	0.809656	2.00992	0.272903	1.58602	-1.598744e+01	8.796609e+01	7.197865e+01
22860	2.94265	1.07036	0.0136118	1.17118	2.81517	1.35469	0.240508	0.141349	0.492564	0.792807	1.75301	0.367088	1.50921	-1.598744e+01	8.622766e+01	7.024022e+01
22950	2.78571	1.07845	0.0157563	0.878587	3.40945	1.3792	0.275322	0.260247	0.570691	0.91349	1.81836	1.20967	1.7777	-1.598744e+01	8.354632e+01	6.755888e+01
