iter	Ke_x(1)	Emax_lxr_x(1)	EC50_lxr_x(1)	Ka_fas(1)	Ka_fas_lxr(1)	Ki_fas(1)	Ka_cd36(1)	Ka_cd36_lxr(1)	Ki_cd36(1)	Kf_tga(1)	Ka_tga_fas(1)	Ka_tga_cd36(1)	Ke_tga(1)	LnPrior	LnData	LnPosterior
14400	3.03254	0.99437	0.0102806	0.690254	2.79428	1.03273	0.27044	0.128795	0.498816	0.771714	1.66551	1.95388	1.72817	-1.598744e+01	9.132607e+01	7.533863e+01
14490	2.96324	1.06947	0.0128459	0.709338	2.43487	1.0331	0.261633	0.126251	0.476429	0.887222	1.46001	0.405863	1.22752	-1.598744e+01	8.852303e+01	7.253559e+01
14580	2.81321	1.1408	0.0150472	0.630124	2.29591	0.898789	0.365974	0.0179757	0.564928	0.991481	1.57778	0.952222	1.44966	-1.598744e+01	8.501273e+01	6.902529e+01
14670	2.86817	1.05891	0.0147865	1.18939	2.23493	1.1669	0.337397	0.22688	0.781999	0.723607	1.62742	0.946578	1.30715	-1.598744e+01	8.451392e+01	6.852648e+01
14760	2.94361	1.01173	0.0125876	0.88206	3.20644	1.31305	0.386731	0.0730695	0.642914	0.762367	1.61401	0.298727	1.20529	-1.598744e+01	9.021111e+01	7.422366e+01
14850	2.90834	1.08399	0.0128344	0.516698	3.36007	1.14606	0.395142	0.112475	0.682696	0.800929	1.21401	1.26352	1.17121	-1.598744e+01	8.815615e+01	7.216871e+01
14940	2.95466	1.09912	0.0129387	0.759112	3.31321	1.36214	0.5313	0.0647489	0.908902	0.722871	1.76742	1.48454	1.56888	-1.598744e+01	8.967527e+01	7.368783e+01
15030	3.01321	1.00315	0.0116196	0.989382	2.68231	1.26673	0.443716	0.238679	0.864393	0.521454	1.32426	1.49815	1.14751	-1.598744e+01	8.719782e+01	7.121038e+01
15120	2.98613	1.00113	0.011505	0.766828	2.8219	1.0529	0.462384	0.0417124	0.80175	0.658492	1.41878	0.673275	1.16751	-1.598744e+01	8.961626e+01	7.362882e+01
15210	2.90805	1.08747	0.0116084	0.916846	2.18871	1.03417	0.56166	0.0694817	0.913983	0.901937	1.43454	0.564559	1.27998	-1.598744e+01	8.666560e+01	7.067816e+01
15300	2.92548	1.02629	0.0101522	0.571614	1.64819	0.643818	0.51177	0.0713373	0.868812	0.570131	2.02022	0.885997	1.61825	-1.598744e+01	8.722921e+01	7.124177e+01
15390	2.92865	1.09379	0.0139526	0.748161	1.15847	0.59704	0.490859	0.136766	0.921592	0.157052	2.92805	0.366851	1.97466	-1.598744e+01	8.753562e+01	7.154818e+01
15480	2.91178	0.996209	0.0117271	0.682457	1.44373	0.645882	0.393568	0.015176	0.618692	0.704448	2.68113	0.647275	1.97902	-1.598744e+01	8.872673e+01	7.273929e+01
15570	2.92006	1.05315	0.0141314	0.827839	2.38264	0.981162	0.445648	0.298035	0.96372	0.824615	2.12736	0.316669	1.73372	-1.598744e+01	9.088722e+01	7.489978e+01
15660	2.89706	0.993423	0.0115765	0.505986	3.32906	1.08273	0.435397	0.275245	0.925363	0.937943	1.46515	2.01448	1.69402	-1.598744e+01	9.057973e+01	7.459229e+01
15750	2.93321	1.04689	0.0136886	0.912921	2.33273	1.04618	0.323499	0.30528	0.795824	0.691653	1.59513	2.10897	1.60127	-1.598744e+01	8.903062e+01	7.304318e+01
15840	2.98115	0.981637	0.0103643	0.605139	2.61708	0.984696	0.548727	0.145496	0.953803	0.794318	1.2939	2.20133	1.48077	-1.598744e+01	9.125033e+01	7.526288e+01
15930	2.82551	1.09258	0.014628	0.929685	2.51753	1.16014	0.572772	0.0494622	0.948762	0.30407	1.211	2.528	1.21064	-1.598744e+01	8.920165e+01	7.321421e+01
16020	2.95688	1.04444	0.0105188	0.874085	1.88356	0.938831	0.526337	0.142009	0.928324	0.182335	1.65436	2.58016	1.46874	-1.598744e+01	8.671033e+01	7.072289e+01
16110	2.82295	1.00179	0.0127205	0.738865	3.00411	1.09345	0.51945	0.0845007	0.891223	0.44377	1.4433	3.67246	1.89689	-1.598744e+01	8.843274e+01	7.244530e+01
16200	2.87716	1.04634	0.0128554	0.822448	2.28686	0.996552	0.490424	0.25022	0.999046	0.515631	1.0218	4.11193	1.65595	-1.598744e+01	9.143855e+01	7.545111e+01
16290	3.0138	1.05347	0.0110674	0.729874	2.33085	0.981205	0.518879	0.0804069	0.833047	0.647376	1.20641	2.36443	1.43505	-1.598744e+01	9.045057e+01	7.446313e+01
16380	2.76685	1.04664	0.0159781	0.939981	2.28872	1.06331	0.475414	0.182638	0.953261	0.424784	1.31894	2.87217	1.41663	-1.598744e+01	8.708710e+01	7.109966e+01
16470	2.90325	0.999596	0.0118776	0.890964	2.8513	1.1809	0.423742	0.118445	0.782441	0.710338	1.3975	1.78102	1.4464	-1.598744e+01	9.252230e+01	7.653486e+01
16560	2.94226	0.96339	0.0107178	0.764135	2.3815	0.911163	0.497785	0.213371	0.968409	0.82536	1.3147	1.75742	1.37951	-1.598744e+01	9.098884e+01	7.500140e+01
16650	3.00217	0.997834	0.0104432	0.641938	2.4365	0.964924	0.264597	0.151152	0.474565	0.739634	1.20438	2.26129	1.37106	-1.598744e+01	8.908624e+01	7.309880e+01
16740	2.99678	1.03135	0.0106692	0.597796	1.90585	0.745572	0.348062	0.0492837	0.598729	0.645618	1.5405	3.06151	1.723	-1.598744e+01	9.084511e+01	7.485767e+01
16830	2.9465	1.0376	0.0126717	0.806178	2.46435	1.08604	0.323466	0.194665	0.699022	0.552301	1.61934	3.01341	1.78482	-1.598744e+01	8.860307e+01	7.261562e+01
16920	2.81033	1.03891	0.0134323	0.889119	2.81743	1.22241	0.21014	0.252539	0.469066	0.552572	0.747073	4.33682	1.43898	-1.598744e+01	8.682929e+01	7.084185e+01
17010	2.889	1.03085	0.0124342	0.630963	3.21831	1.18201	0.303912	0.281363	0.611283	0.454376	0.418475	5.57244	1.55114	-1.598744e+01	8.626861e+01	7.028117e+01
17100	2.95309	1.0631	0.0110308	0.978254	2.69715	1.26735	0.391641	0.226407	0.837703	0.509576	0.536571	4.04259	1.16107	-1.598744e+01	9.035773e+01	7.437029e+01
17190	2.91949	1.05056	0.0125259	0.920149	2.72772	1.15169	0.292515	0.227513	0.61444	0.496805	0.688597	4.06054	1.2863	-1.598744e+01	9.106333e+01	7.507588e+01
17280	3.00846	1.01064	0.0109013	0.866181	2.74602	1.18206	0.300857	0.222845	0.646345	0.348006	0.480007	5.51539	1.38511	-1.598744e+01	9.080564e+01	7.481820e+01
17370	3.0542	1.0004	0.00923036	0.705322	2.75917	1.16774	0.339336	0.180837	0.687777	0.331988	0.707672	6.03729	1.59619	-1.598744e+01	8.795207e+01	7.196463e+01
17460	2.8933	1.03173	0.0127889	0.934848	1.99632	1.03337	0.390406	0.150089	0.758531	0.232903	0.715233	5.45691	1.35971	-1.598744e+01	8.815603e+01	7.216859e+01
17550	2.90429	1.01549	0.0127132	0.606323	2.38325	0.864191	0.43892	0.213232	0.881831	0.435438	1.15961	3.93829	1.57503	-1.598744e+01	9.195136e+01	7.596392e+01
17640	2.88693	1.02039	0.0123667	0.649123	2.24257	0.838881	0.388082	0.397191	0.932585	0.491305	1.12702	3.75834	1.42766	-1.598744e+01	8.713856e+01	7.115112e+01
17730	2.98562	1.04337	0.0115277	0.65822	1.8908	0.79053	0.517296	0.0429671	0.857524	0.0644421	0.358329	5.69632	1.16274	-1.598744e+01	8.998028e+01	7.399284e+01
17820	2.92001	1.0749	0.0132027	0.652272	2.22901	0.900062	0.569338	0.0762589	0.960837	0.214312	0.735323	4.4421	1.28802	-1.598744e+01	9.181655e+01	7.582911e+01
17910	2.96668	0.903274	0.0100797	1.18048	2.74324	1.31127	0.494669	0.0998547	0.888558	0.213124	0.854089	3.44053	1.05402	-1.598744e+01	8.167552e+01	6.568808e+01
18000	2.95868	0.993946	0.00994659	1.16938	2.35357	1.23356	0.489054	0.192457	0.922234	0.38001	0.393904	4.38774	1.04229	-1.598744e+01	9.086365e+01	7.487621e+01
18090	3.00232	1.00834	0.011059	1.00018	1.89591	0.950311	0.413114	0.185952	0.777644	0.26074	0.872418	4.91529	1.63224	-1.598744e+01	8.939077e+01	7.340333e+01
18180	2.97223	1.00564	0.0105987	0.603799	2.34783	0.874461	0.401238	0.135893	0.723154	0.369059	1.33995	3.43876	1.57924	-1.598744e+01	9.184919e+01	7.586174e+01
18270	2.9682	0.99169	0.0108449	0.557556	3.26842	1.06517	0.441434	0.172637	0.836276	0.829435	1.18729	2.58091	1.42837	-1.598744e+01	8.910443e+01	7.311699e+01
18360	2.91295	1.01502	0.0107594	0.50189	2.94766	1.02704	0.435209	0.207621	0.81076	0.528852	1.19788	3.87433	1.76999	-1.598744e+01	8.870364e+01	7.271620e+01
18450	3.01076	1.0656	0.0114945	0.869299	2.73809	1.23358	0.410587	0.249739	0.818583	0.470905	1.31883	2.59607	1.41913	-1.598744e+01	8.897191e+01	7.298447e+01
18540	2.935	1.00774	0.0115412	0.775276	2.40863	0.99306	0.359662	0.168945	0.676846	0.613182	1.47698	1.62345	1.34592	-1.598744e+01	9.305248e+01	7.706504e+01
18630	2.96832	1.08729	0.0124155	1.06616	1.83146	1.005	0.365667	0.0153824	0.551773	0.263214	1.02853	2.68825	1.15603	-1.598744e+01	8.856370e+01	7.257626e+01
18720	2.81813	1.0654	0.0149824	1.07845	2.56934	1.2401	0.43456	0.160524	0.844245	0.899374	1.80762	2.79706	2.07564	-1.598744e+01	8.470534e+01	6.871789e+01
18810	2.84963	1.07824	0.014452	0.941202	2.23852	1.02293	0.501406	0.171918	0.929145	0.719248	1.67205	1.50729	1.71725	-1.598744e+01	8.900802e+01	7.302058e+01
18900	2.82446	 1.09	0.0138013	0.777976	3.01923	1.24638	0.465607	0.110674	0.881756	0.643527	1.54786	2.1801	1.53951	-1.598744e+01	8.888660e+01	7.289916e+01
18990	2.77506	1.1395	0.0176285	0.756794	3.07761	1.13187	0.438589	0.314814	0.967164	0.609601	1.6663	2.7546	1.77882	-1.598744e+01	8.216880e+01	6.618136e+01
19080	2.90941	1.04589	0.0121927	0.625236	2.35324	0.915607	0.3647	0.390979	0.938977	0.545502	1.63929	3.06903	1.72472	-1.598744e+01	8.978490e+01	7.379746e+01
19170	2.93509	1.10433	0.0130049	1.28242	1.85115	1.17411	0.48073	0.184066	0.911004	0.42689	1.42417	3.00479	1.5802	-1.598744e+01	8.820922e+01	7.222178e+01
19260	2.95983	1.12298	0.0125575	0.75196	2.63994	1.10323	0.428867	0.129536	0.808557	0.53147	1.71634	2.12814	1.61477	-1.598744e+01	8.876705e+01	7.277961e+01
19350	2.9185	1.01311	0.0105135	0.841913	2.25423	1.0191	0.44827	0.0302621	0.741528	0.656046	1.40558	1.11174	1.13614	-1.598744e+01	9.081681e+01	7.482937e+01
19440	2.87765	1.11368	0.0138737	0.810304	1.65029	0.766977	0.454548	0.177125	0.834374	0.582025	1.45301	1.27962	1.24467	-1.598744e+01	8.798681e+01	7.199937e+01
19530	2.8746	1.10341	0.0143506	0.76091	1.44597	0.726195	0.38321	0.211322	0.782198	0.61556	1.5912	1.40256	1.3176	-1.598744e+01	8.958920e+01	7.360176e+01
19620	2.93667	1.01038	0.0115197	0.778401	1.50738	0.697696	0.446349	0.210666	0.903492	0.592472	2.20257	1.14728	1.78722	-1.598744e+01	9.122455e+01	7.523711e+01
19710	2.8963	1.01283	0.012887	0.869129	2.02878	0.926545	0.55533	0.051151	0.919023	0.0469452	2.39339	3.03058	2.27426	-1.598744e+01	8.827447e+01	7.228703e+01
19800	2.98205	1.0045	0.0108791	0.66008	2.14011	0.861747	0.526299	0.168802	0.97983	0.418533	1.97475	2.91215	1.99754	-1.598744e+01	9.166744e+01	7.568000e+01
19890	2.93817	1.03008	0.0129099	0.667487	2.40385	0.985326	0.477029	0.138868	0.901637	0.571827	1.28815	3.88618	1.57041	-1.598744e+01	8.827642e+01	7.228898e+01
19980	2.85047	0.991533	0.0132144	1.05151	2.53201	1.14953	0.430004	0.0686547	0.722829	0.498785	1.64431	2.90251	1.90096	-1.598744e+01	8.674463e+01	7.075719e+01
20070	2.92401	1.02287	0.0107218	1.14127	2.71224	1.37561	0.509532	0.176143	0.942076	0.50422	1.5986	3.89437	1.96559	-1.598744e+01	8.696847e+01	7.098103e+01
20160	2.9273	1.02318	0.0120171	0.509835	3.85367	1.3219	0.535171	0.103812	0.888195	0.389615	0.568314	5.02318	1.49925	-1.598744e+01	8.914092e+01	7.315348e+01
20250	2.93212	0.993107	0.0101808	0.780235	2.92301	1.17323	0.613397	0.0339314	0.998031	0.273101	0.511435	4.55239	1.14007	-1.598744e+01	9.215215e+01	7.616470e+01
20340	2.96308	0.966918	0.00926601	0.5444	3.19784	1.16807	0.446556	0.131555	0.781658	0.179821	0.561127	4.69102	1.21663	-1.598744e+01	8.719236e+01	7.120492e+01
20430	3.0517	1.06677	0.0108496	0.649445	2.57753	1.04853	0.489079	0.214884	0.920251	0.49479	0.474241	4.96696	1.38591	-1.598744e+01	8.870857e+01	7.272113e+01
20520	 3.04	1.068	0.0110136	1.22716	2.27826	1.23336	0.454872	0.128381	0.875204	0.524168	1.04107	3.4088	1.40866	-1.598744e+01	8.764224e+01	7.165480e+01
20610	2.86147	1.06713	0.0131767	1.32827	2.1082	1.25018	0.39236	0.302849	0.923605	0.471422	0.513573	4.02814	1.11474	-1.598744e+01	8.833151e+01	7.234407e+01
20700	2.97562	1.02943	0.0123915	0.920342	3.3751	1.36429	0.384086	0.0442728	0.694774	0.500994	0.417686	5.51469	1.25359	-1.598744e+01	8.148305e+01	6.549561e+01
20790	2.89051	0.981102	0.0114499	1.16135	3.25765	1.43398	0.486448	0.185051	0.936149	0.426239	0.165491	4.67563	0.998575	-1.598744e+01	9.038040e+01	7.439296e+01
20880	2.94695	1.02878	0.0111219	0.786139	2.45011	1.06914	0.516349	0.15476	0.974346	0.338305	0.213076	5.68886	1.24917	-1.598744e+01	9.206357e+01	7.607613e+01
20970	2.98103	0.999919	0.0105333	1.23088	2.19268	1.11545	0.508123	0.0223483	0.782329	0.177165	0.304341	4.20979	0.917481	-1.598744e+01	8.822592e+01	7.223848e+01
21060	3.02259	1.04405	0.0110157	0.679065	1.53253	0.671114	0.465744	0.200296	0.88719	0.453518	0.191413	4.90063	1.0593	-1.598744e+01	8.960630e+01	7.361886e+01
21150	2.83758	1.03374	0.0148006	0.678132	1.55395	0.633658	0.468122	0.294791	0.939959	0.483558	0.513236	3.00484	0.933507	-1.598744e+01	8.696423e+01	7.097679e+01
21240	2.88561	1.06098	0.013524	0.869841	0.976965	0.629495	0.401174	0.391546	0.991863	0.473181	0.145847	4.02102	0.885615	-1.598744e+01	8.450085e+01	6.851341e+01
21330	3.02308	1.01363	0.0103085	0.752475	1.62679	0.752447	0.404058	0.166223	0.80654	0.470265	0.480052	4.49268	1.18167	-1.598744e+01	9.078527e+01	7.479783e+01
21420	2.86288	1.04152	0.0128684	0.528026	2.28378	0.847567	0.499454	0.20608	0.942363	0.425314	0.390207	4.20369	1.0322	-1.598744e+01	9.031742e+01	7.432998e+01
21510	2.9255	0.953571	0.0110135	0.916375	3.08325	1.19363	0.364593	0.380775	0.92815	0.681101	0.658759	4.44461	1.50449	-1.598744e+01	8.611276e+01	7.012532e+01
21600	3.01287	1.07509	0.0118533	0.951749	3.52513	1.48186	0.452675	0.212986	0.922209	0.503135	1.62304	2.91433	1.85913	-1.598744e+01	8.578488e+01	6.979743e+01
21690	3.01874	0.977456	0.0106479	0.63887	3.49573	1.22845	0.518957	0.0718176	0.868917	0.627689	1.5396	2.3946	1.69668	-1.598744e+01	8.977858e+01	7.379114e+01
21780	2.97929	1.0492	0.0120903	1.07558	2.7884	1.33653	0.466457	0.295639	0.986069	0.773388	1.28199	3.39391	1.69023	-1.598744e+01	8.828501e+01	7.229757e+01
21870	2.89867	1.09408	0.0130421	0.539102	3.33071	1.14945	0.45563	0.17336	0.873895	0.575491	0.698161	4.53295	1.46835	-1.598744e+01	8.944020e+01	7.345276e+01
21960	2.94994	1.07001	0.0118773	0.482936	2.94213	1.01223	0.45699	0.134196	0.843737	0.400716	1.19433	5.17664	1.95179	-1.598744e+01	8.988256e+01	7.389512e+01
22050	3.0084	0.964534	0.00948083	0.778395	3.30281	1.26378	0.501687	0.0802707	0.836252	0.45863	0.812533	3.10562	1.1757	-1.598744e+01	9.228563e+01	7.629819e+01
22140	2.81682	1.09309	0.0150549	0.832805	2.55321	1.09296	0.538533	0.0763458	0.88259	0.512027	0.91211	2.5332	1.17713	-1.598744e+01	9.067824e+01	7.469079e+01
22230	2.8775	1.11098	0.0149433	0.842571	2.1726	0.975221	0.535097	0.0819926	0.968069	0.581209	1.21953	2.794	1.34321	-1.598744e+01	8.969563e+01	7.370819e+01
22320	2.93294	0.980295	0.00950127	0.774303	3.06706	1.25533	0.502606	0.135209	0.894464	0.587502	1.17213	1.85955	1.25828	-1.598744e+01	8.866718e+01	7.267974e+01
22410	2.91785	0.990774	0.0101073	0.888316	3.54169	1.42078	0.5985	0.109566	0.979708	0.787411	1.49907	0.787655	1.32963	-1.598744e+01	8.955446e+01	7.356701e+01
22500	2.99093	0.994759	0.00909531	0.929968	2.84617	1.27115	0.541976	0.0322639	0.904907	0.704721	1.09448	0.651228	0.93091	-1.598744e+01	8.834784e+01	7.236040e+01
22590	2.95877	1.01658	0.0119674	0.831257	2.24029	0.932526	0.416782	0.139294	0.761627	0.580414	1.17568	0.170931	0.821157	-1.598744e+01	8.901153e+01	7.302408e+01
22680	2.80805	1.02173	0.0133048	0.974684	2.41055	1.21019	0.431959	0.271187	0.869133	0.690737	0.976225	1.76532	1.05388	-1.598744e+01	8.503088e+01	6.904344e+01
22770	2.99146	1.03305	0.0111565	0.730637	2.6019	1.10522	0.463252	0.0366481	0.713933	0.376758	0.802818	3.15166	1.05264	-1.598744e+01	8.933580e+01	7.334836e+01
22860	2.97117	1.04069	0.0119352	0.626336	2.68726	0.983159	0.466127	0.0511349	0.801263	0.527703	1.79877	3.24632	1.91517	-1.598744e+01	9.119325e+01	7.520581e+01
